source_id,title,text,prediction,timestamp
TechNews Daily," I like your Christ, I do not like your Christians. Your Christians are so unlike your Christ. That ..."," I like your Christ, I do not like your Christians. Your Christians are so unlike your Christ. That s a pretty easy quote from Gandhi to understand. The man was complicated and problematic in a lot of ways, but this one quote never loses its edge for me, because it s so simple.I have no doubt, however, that firebrand GOP Senate hopeful Roy Moore would dismiss it as the ramblings of a skinny brown cultist. I mean, Hinduism has to be a cult, since there s no story of a savior coming back from the dead, no fire and brimstone and angry gods. I mean, there are, but not Roy s angry God.Roy s angry God is apparently the guy responsible for the murders of 20 children and six teachers at Sandy Hook Elementary five years ago this December. You see, Roy s God is the one from the Old Testament of the Bible, and the book that Roy gets this particular idea from was apparently written 800 years before Christ came around. Laws were different then. You couldn t eat shrimp or cut your hair at the temples, and I guess if you were a biblical lady, you probably should have been essentially in hiding the entire time you menstruated, because holy shit, was that frowned on.In fact, that book of the Bible, Hosea, has 197 verses in it, and they re essentially all about how terrible everyone is, and how God wants to smite them because they don t love Him enough.They turned away from the Laws Of God, you see, and that meant the Almighty laid the smack down on them. Translated into current context, Roy Moore says, that means God instructed Adam Lanza to pull the trigger on those children and eventually himself, because America, like the Northern Kingdom of Israel before her, is worshiping false idols.Personally, I think Hosea himself was just an angry dude. His wife (Gomer) cheated on him, and God made him give his kids funny names, and he wasn t even sure if the last kid was his  Well, the story s pretty convoluted, really, but suffice it to say, if I had been designated as one of God s main spokesmen and I was going through some shit like Hosea was, I can imagine telling my wife that all the bad things happening to her were happening because she was a sinner.It s not very Christian, though.In fact, it s pretty gross. Here s video of the guy who s probably going to win a Senate seat in Alabama telling a church in the town of Guin that God murders children when He s angry:On TV today we played footage I found of Roy Moore saying the Newtown, CT. shooting happened because we forgot God's law. pic.twitter.com/jzyVD4tIcW  ?andrew kaczynski (@KFILE) September 27, 2017I know the Bible is a long book, but let s hope Roy gets to the New Testament soon.Featured image via Scott Olson/Getty Images",1,2025-11-25T17:43:31.625789
TechNews Daily,WASHINGTON (Reuters) - The Trump administration has told agencies within the Department of Health an...,"WASHINGTON (Reuters) - The Trump administration has told agencies within the Department of Health and Human Services to avoid using certain words or phrases in official documents being drafted for next year’s budget, the Washington Post reported on Saturday. The newspaper said one of the agencies, the U.S. Centers for Disease Control and Prevention, was given a list of seven prohibited words or phrases: “vulnerable,” “entitlement,” “diversity,” “transgender,” “fetus,” “evidence-based” and “science-based.” Officials at a second agency were also told to use “Obamacare” instead of the Affordable Care Act to describe President Barack Obama’s 2010 healthcare law and to use “exchanges” instead of “marketplaces” in reference to venues where people can buy federally subsidized health insurance, the Post reported. The HHS pushed back on the report.  “The assertion that HHS has ‘banned words’ is a complete mischaracterization of discussions regarding the budget formulation process,” spokesman Matt Lloyd said in a statement.  “HHS will continue to use the best scientific evidence available to improve the health of all Americans. HHS also strongly encourages the use of outcome and evidence data in program evaluations and budget decisions,” he said. The newspaper said State Department documents also now refer to sex education as “sexual risk avoidance.” A briefing at the second HHS agency relied on a document from the White House Office of Management and Budget, which oversees President Donald Trump’s annual budget proposal to Congress, according to the Post.   The Post said no explanations were given for the language changes.     ",0,2025-11-22T03:43:31.625789
FinanceHub,WASHINGTON (Reuters) - President Donald Trump will lay out a new U.S. national security strategy on ...,"WASHINGTON (Reuters) - President Donald Trump will lay out a new U.S. national security strategy on Monday based on his “America First” policy and will, among other items, make clear that China is a competitor, two senior U.S. officials said on Saturday. Trump has praised Chinese President Xi Jinping while also demanding that Beijing increase pressure on North Korea over its nuclear program and to change trade practices to make them more favorable to the United States. The  national security strategy, to be rolled out in a speech by Trump, should not be seen as an attempt to contain China but rather to offer a clear-eyed look at the challenges China poses, said the officials, who spoke on condition of anonymity. The strategy, which was still being drafted, may also reverse Democratic President Barack Obama’s declaration in September 2016 that climate change is a threat to security, one official said. Trump, a Republican, is to lay out his foreign policy priorities, and will emphasize his commitment to “America First” policies such as building up the U.S. military, confronting Islamist militants and realigning trade relationships to make the United States more competitive, the officials said. ",0,2025-11-23T20:43:31.625789
HealthFirst,"Rather than take personal responsibility for the losses, CEO John Schnatter is making excuses.NFL pl...","Rather than take personal responsibility for the losses, CEO John Schnatter is making excuses.NFL players, both black and white, have been taking a knee during the national anthem to protest police brutality and racial injustice. Conservatives lost their shit and decided to boycott the NFL. However, while viewership is slightly down, it s not enough to affect the corporate profits of businesses who are partnered with the league.But Schnatter blamed the NFL and the protests anyway after a quarterly report caused investors to dump their Papa John s stock, which caused Schnatter to lose $70 million from his personal fortune Leadership starts at the top, and this is an example of poor leadership,  Schnatter whined.  We are totally disappointed that the NFL and its leadership did not resolve the ongoing situation to the satisfaction of all parties long ago. This should have been nipped in the bud a year and a half ago. The controversy is polarizing the customer, polarizing the country. In other words, Schnatter thinks the NFL should have banned players from kneeling during the national anthem, a move that would have violated their constitutional rights.Let s not forget that NFL players were not kneeling en masse until Donald Trump, whom Schnatter supports, attacked Colin Kaepernick and the NFL in the first place. It was Trump s attacks that caused players to join the protest.So if Schnatter should blame anyone, he should blame Trump.Let s also not forget that Schnatter repeatedly attacked President Obama over the Affordable Care Act, even going so far as to raise the price of pizza and cut his employees  hours so he wouldn t have to provide health insurance to them. Papa John s has also been guilty of stealing wages.All of this caused Americans to boycott Papa John s, which could have caused the chain to lose money as well.Schnatter s claims are also full of shit because Pizza Hut executives say their sales have not been affected by the protests. We re not seeing impact on any of that on our business,  CEO Greg Creed said.Of course, Schnatter really doesn t have anything to bitch about. After all, he is still worth over $800 million and owns a sprawling 40,000 square foot castle in Kentucky, which includes a pool, a golf course, a 22 car garage, and a drawbridge along with two other homes in Florida and Utah.Schnatter is a greedy prick who should really only blame himself for the financial losses his company has suffered. And frankly, the NFL should cut ties with Papa John s in retaliation for this unfair attack. Then he ll really have something to bitch about.Featured Image: YouTube",1,2025-11-20T11:43:31.625789
FinanceHub,WASHINGTON (Reuters) - U.S. President Donald Trump said he believed the financial markets have not f...,"WASHINGTON (Reuters) - U.S. President Donald Trump said he believed the financial markets have not fully absorbed the tax cut changes in legislation expected to be passed by Congress on Wednesday. “They’re thinking that the market hasn’t fully digested what they’ve got here,” he said, referring to his economic advisers. “I don’t think the market has even begun to realize how good these are, like for instance, full expensing.” ",0,2025-11-23T07:43:31.625789
TechNews Daily,WASHINGTON (Reuters) - Two Republican lawmakers told the U.S. Department of Justice on Tuesday that ...,"WASHINGTON (Reuters) - Two Republican lawmakers told the U.S. Department of Justice on Tuesday that they want to question three senior FBI officials about an investigation of then-Democratic presidential candidate Hillary Clinton over her handling of classified information while she was secretary of state. The lawmakers, who are leading a joint probe into the Clinton investigation, said in a letter to Attorney General Jeff Sessions and his deputy, Rod Rosenstein, that they wanted to speak with FBI Deputy Director Andrew McCabe, FBI Chief of Staff Jim Rybicki and FBI counsel Lisa Page beginning on Thursday. The FBI declined to comment on the letter and referred reporters to the Justice Department. The request to meet the FBI officials for “transcribed interviews” was made after Republicans obtained more than 300 text messages sent last year between Page and FBI agent Peter Strzok critical of then-Republican presidential candidate Donald Trump. The text messages called him an “idiot” and “a loathsome human,” among other things, according to copies reviewed by Reuters. Strzok later worked for Special Counsel Robert Mueller as part of the investigation into Russian efforts to interfere in the U.S. election and ties between Russian officials and the Trump campaign. Moscow denies U.S. allegations of election meddling and Trump denies any campaign collusion.  Strzok, who helped lead the investigation of Clinton’s handling of classified material, was removed from Mueller’s team after the special counsel became aware of the texts critical of Trump. Republican lawmakers have attacked Mueller, expressing concern about potential bias among his investigators. But Deputy Attorney General Rod Rosenstein has testified to lawmakers that  he was “not aware” of any impropriety by Mueller’s team. Representative Bob Goodlatte, chairman of the House Judiciary Committee, and Representative Trey Gowdy, chairman of the House Oversight Committee, are conducting a joint review of the FBI’s handling of the Clinton investigation. In their letter to Sessions and Rosenstein, they said they were looking into several decisions by the FBI during the Clinton investigation, including then-FBI Director James Comey’s decision not refer Clinton’s case for prosecution. ",0,2025-11-25T07:43:31.625789
FinanceHub,WASHINGTON (Reuters) - The solidly Republican South suddenly looks a little less solid. Tuesday’s up...,"WASHINGTON (Reuters) - The solidly Republican South suddenly looks a little less solid. Tuesday’s upset win by Democrat Doug Jones in Alabama, coupled with last month’s Democratic sweep in Virginia, has given the party new optimism about its 2018 prospects in the South and other conservative, heavily rural regions where Republicans have dominated for decades. Jones, a former federal prosecutor, took advantage of the controversy over sexual misconduct allegations against his Republican opponent Roy Moore to become the first Democrat elected to the U.S. Senate in Alabama in a quarter-century. The Jones campaign also offered a template for how Democrats can win in the South, strategists said: Field a strong candidate, crank up turnout among the region’s sizable bloc of African-American voters, keep the liberal national party brand at arm’s length and compete hard in every county and region. Add in the grass-roots energy of the liberal resistance to President Donald Trump, the disaffection of moderate suburbanites turned off by Trump and a conservative wing sapped of enthusiasm by Republican infighting, and Democrats see an opportunity for a brighter future in the South starting in next year’s midterm elections. “You can hear that Republican wall in the South cracking. Doug Jones and Virginia are just the beginning,” said Phil Noble, a Democratic business and technology consultant who is running for governor in South Carolina. Republicans are not convinced, citing years of still unrealized Democratic predictions that demographic changes would turn Republican-dominated conservative states like Georgia and Texas into toss-ups. “Democrats still have issues with their brand in large swaths of the country. They are the party of Nancy Pelosi, and that image is cemented in many voters’ minds,” said Brian Walsh, a former strategist for the Republican party’s Senate campaign committee, referring to the House of Representatives Democratic leader, a liberal from San Francisco. In the fight for control of Congress next year, wins on once hostile Southern turf could be crucial to the Democratic cause.  In the Senate, where Republicans’ already narrow majority will be shaved to 51-49 once Jones is seated, Democrats will have to defend 26 seats, including 10 in states won by Trump. They would need to pick up two more Republican-held states to reclaim control. Nevada and Arizona had been viewed as the only Republican-held seats vulnerable to a takeover next year. But Democrats now see possibilities in Tennessee, where popular former Democratic Governor Phil Bredesen has jumped into the race for the seat of retiring Republican Bob Corker, and Mississippi, where incumbent Republican Roger Wicker could face a bruising primary challenge. In the House of Representatives, Democrats need to gain 24 seats to win a majority. Their target list of 91 districts includes one each in Alabama, Arkansas and Kentucky, two in Georgia and four in North Carolina. “If the election were held today, I do think you could see Democrats winning in some areas of the country where Democrats haven’t won in the last decade,” said Zac McCrary, a Democratic pollster based in Alabama. In addition to the congressional races, governors’ contests in Georgia and South Carolina and state legislative races across the region will give Democrats a shot to compete in areas where they once dominated local politics but are now a minority party defined by liberal views on cultural issues such as abortion and gay rights. McCrary said Jones and Democrat John Bel Edwards, who won the Louisiana governor’s office in 2015, have shown it is possible to build a winning coalition in the South by energizing  African-American voters while also appealing to white swing voters, soft Republicans and independents. In Alabama, Jones made inroads with voters in Shelby County, the Republican suburbs of the state’s biggest city, Birmingham, outpolling the results of Hillary Clinton there in last year’s presidential election by about 20 percentage points. That should be a warning sign to Republicans after Trump’s weak performance in wealthier, more educated suburban districts in 2016 and Democrat Jon Ossoff’s strong, though ultimately losing bid in a special election earlier this year for a congressional seat in a suburban Atlanta district that has been long held by Republicans, said David Hughes, a professor at Auburn University-Montgomery in Alabama. “If Democrats want to get out of the ditch they are in in Alabama and the South, they will do it in the suburbs,” said Hughes, an expert on Southern politics and judicial elections. In the nine states that form the political backbone of the Republican-dominated South - Alabama, Arkansas, Georgia, Kentucky, Louisiana, Mississippi, Tennessee, and South and North Carolina - Republicans will hold 17 of the 18 Senate seats once Jones takes office as well as 56 of the 70 House seats. Democratic Party Chairman Tom Perez acknowledged on Wednesday that the national party kept a low profile in Alabama even as it pumped money into turnout efforts targeting blacks and young voters because it knew that publicity about its involvement would not help Jones. But Perez said the victory showed that the party, which has launched a 50-state organizing effort aimed at electing candidates at the local and state levels, can compete in the South and elsewhere. “We can win in every zip code in America,” Perez told reporters. Democrats in Alabama said the party can start by learning lessons from Jones, who campaigned in every corner of the state and portrayed himself as a bridge builder who would listen to voters’ concerns and work across the aisle to help Alabama. “This is what we need to be doing more of, and not just at election time,” Thomas Jackson, a black Alabama state representative, said at a fish fry attended by Jones in rural Alabama last month. “We can get a lot accomplished if we just sit down and talk with people more.” ",0,2025-11-24T09:43:31.625789
TechNews Daily,WASHINGTON (Reuters) - Republican leaders in the U.S. House of Representatives are working to build ...,"WASHINGTON (Reuters) - Republican leaders in the U.S. House of Representatives are working to build support to temporarily extend the National Security Agency’s expiring internet surveillance program by tucking it into a stop-gap funding measure, lawmakers said. The month-long extension of the surveillance law, known as Section 702 of the Foreign Intelligence Surveillance Act, would punt a contentious national security issue into the new year in an attempt to buy lawmakers more time to hash out differences over various proposed privacy reforms.  Lawmakers leaving a Republican conference meeting on Wednesday evening said it was not clear whether the stop-gap bill had enough support to avert a partial government shutdown on Saturday, or whether the possible addition of the Section 702 extension would impact its chances for passage. Absent congressional action the law, which allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States, will expire on Dec. 31. ",0,2025-11-26T19:43:31.625789
HealthFirst,"Trump s Department of Justice has finally figured out they re stupid in one instance, at least. Back...","Trump s Department of Justice has finally figured out they re stupid in one instance, at least. Back in January, a member of Code Pink named Desiree Fairooz laughed during Jeff Sessions  confirmation hearing, was charged with disorderly conduct, found guilty, and faced up to a full year in prison for it. A D.C. court tossed out her conviction and set a new trial, but now the DOJ has dropped the case entirely:Here s the Justice Department s notice it s dropping charges against woman who laughed at Jeff Sessions during his confirmation hearing. pic.twitter.com/Dv5vqzxdPA  Dominic Holden (@dominicholden) November 7, 2017Fairooz  own reaction to the news says it all about the stupidity of this endeavor:Just received this,  Governments Notice of Nolle Prosequi  What a relief! Guess they ve got enough  laughing  matters to deal with!  Desiree Fairooz (@desireefairooz) November 6, 2017She laughed because she felt Senator Shelby s overly-syrupy remarks about Sessions alleged record of treating everyone equally were as ridiculous as they sound. Sessions treats people anything but equally and he has a long track record of that. Code Pink s campaign director said Fairooz  laughter was a reflex action more than anything, which actually does make a lot of sense. Fairooz herself didn t mean to actually laugh, but she did say: I felt it was my responsibility as a citizen to dissent at the confirmation hearing of Senator Jeff Sessions, a man who professes anti-immigrant, anti-LGBT policies, who has voted against several civil rights measures and who jokes about the white supremacist terrorist group the Ku Klux Klan. That s the whole problem, though: The Trump administration doesn t want dissent. And while it s true that Fairooz had several prior arrests for protesting, the number of cases publicly brought against dissenters of this administration is absolutely astonishing. This is a victory for all who stand for what s right which is the opposite of what Trump s administration stands for.Featured image via Alex Wong/Getty Images",1,2025-11-26T23:43:31.625789
FinanceHub,WASHINGTON (Reuters) - The solidly Republican South suddenly looks a little less solid. Tuesday’s up...,"WASHINGTON (Reuters) - The solidly Republican South suddenly looks a little less solid. Tuesday’s upset win by Democrat Doug Jones in Alabama, coupled with last month’s Democratic sweep in Virginia, has given the party new optimism about its 2018 prospects in the South and other conservative, heavily rural regions where Republicans have dominated for decades. Jones, a former federal prosecutor, took advantage of the controversy over sexual misconduct allegations against his Republican opponent Roy Moore to become the first Democrat elected to the U.S. Senate in Alabama in a quarter-century. The Jones campaign also offered a template for how Democrats can win in the South, strategists said: Field a strong candidate, crank up turnout among the region’s sizable bloc of African-American voters, keep the liberal national party brand at arm’s length and compete hard in every county and region. Add in the grass-roots energy of the liberal resistance to President Donald Trump, the disaffection of moderate suburbanites turned off by Trump and a conservative wing sapped of enthusiasm by Republican infighting, and Democrats see an opportunity for a brighter future in the South starting in next year’s midterm elections. “You can hear that Republican wall in the South cracking. Doug Jones and Virginia are just the beginning,” said Phil Noble, a Democratic business and technology consultant who is running for governor in South Carolina. Republicans are not convinced, citing years of still unrealized Democratic predictions that demographic changes would turn Republican-dominated conservative states like Georgia and Texas into toss-ups. “Democrats still have issues with their brand in large swaths of the country. They are the party of Nancy Pelosi, and that image is cemented in many voters’ minds,” said Brian Walsh, a former strategist for the Republican party’s Senate campaign committee, referring to the House of Representatives Democratic leader, a liberal from San Francisco. In the fight for control of Congress next year, wins on once hostile Southern turf could be crucial to the Democratic cause.  In the Senate, where Republicans’ already narrow majority will be shaved to 51-49 once Jones is seated, Democrats will have to defend 26 seats, including 10 in states won by Trump. They would need to pick up two more Republican-held states to reclaim control. Nevada and Arizona had been viewed as the only Republican-held seats vulnerable to a takeover next year. But Democrats now see possibilities in Tennessee, where popular former Democratic Governor Phil Bredesen has jumped into the race for the seat of retiring Republican Bob Corker, and Mississippi, where incumbent Republican Roger Wicker could face a bruising primary challenge. In the House of Representatives, Democrats need to gain 24 seats to win a majority. Their target list of 91 districts includes one each in Alabama, Arkansas and Kentucky, two in Georgia and four in North Carolina. “If the election were held today, I do think you could see Democrats winning in some areas of the country where Democrats haven’t won in the last decade,” said Zac McCrary, a Democratic pollster based in Alabama. In addition to the congressional races, governors’ contests in Georgia and South Carolina and state legislative races across the region will give Democrats a shot to compete in areas where they once dominated local politics but are now a minority party defined by liberal views on cultural issues such as abortion and gay rights. McCrary said Jones and Democrat John Bel Edwards, who won the Louisiana governor’s office in 2015, have shown it is possible to build a winning coalition in the South by energizing  African-American voters while also appealing to white swing voters, soft Republicans and independents. In Alabama, Jones made inroads with voters in Shelby County, the Republican suburbs of the state’s biggest city, Birmingham, outpolling the results of Hillary Clinton there in last year’s presidential election by about 20 percentage points. That should be a warning sign to Republicans after Trump’s weak performance in wealthier, more educated suburban districts in 2016 and Democrat Jon Ossoff’s strong, though ultimately losing bid in a special election earlier this year for a congressional seat in a suburban Atlanta district that has been long held by Republicans, said David Hughes, a professor at Auburn University-Montgomery in Alabama. “If Democrats want to get out of the ditch they are in in Alabama and the South, they will do it in the suburbs,” said Hughes, an expert on Southern politics and judicial elections. In the nine states that form the political backbone of the Republican-dominated South - Alabama, Arkansas, Georgia, Kentucky, Louisiana, Mississippi, Tennessee, and South and North Carolina - Republicans will hold 17 of the 18 Senate seats once Jones takes office as well as 56 of the 70 House seats. Democratic Party Chairman Tom Perez acknowledged on Wednesday that the national party kept a low profile in Alabama even as it pumped money into turnout efforts targeting blacks and young voters because it knew that publicity about its involvement would not help Jones. But Perez said the victory showed that the party, which has launched a 50-state organizing effort aimed at electing candidates at the local and state levels, can compete in the South and elsewhere. “We can win in every zip code in America,” Perez told reporters. Democrats in Alabama said the party can start by learning lessons from Jones, who campaigned in every corner of the state and portrayed himself as a bridge builder who would listen to voters’ concerns and work across the aisle to help Alabama. “This is what we need to be doing more of, and not just at election time,” Thomas Jackson, a black Alabama state representative, said at a fish fry attended by Jones in rural Alabama last month. “We can get a lot accomplished if we just sit down and talk with people more.” ",0,2025-11-21T04:43:31.625789
TechNews Daily,WASHINGTON (Reuters) - An organization established for U.S. President Donald Trump’s transition to t...,"WASHINGTON (Reuters) - An organization established for U.S. President Donald Trump’s transition to the White House said on Saturday the special counsel investigating allegations of Russian meddling in the 2016 election had obtained tens of thousands of emails unlawfully. Kory Langhofer, counsel to the transition team known as Trump for America, Inc. (TFA), wrote a letter to congressional committees to say Special Counsel Robert Mueller’s team had improperly received the emails from the General Services Administration (GSA), a government agency. Career staff members at the agency “unlawfully produced TFA’s private materials, including privileged communications, to the Special Counsel’s Office,” according to the letter, a copy  of which was seen by Reuters. It said the materials included “tens of thousands of emails.” Trump’s transition team used facilities of the GSA, which helps manage the U.S. government bureaucracy, in the period between the Republican’s November presidential election victory and his inauguration in January.     The Trump team’s accusation adds to the growing friction between the president’s supporters and Mueller’s office as it investigates whether Russia interfered in the election and if Trump or anyone on his team colluded with Moscow. Asked for comment, White House spokeswoman Sarah Sanders said: “We continue to cooperate fully with the special counsel and expect this process to wrap up soon.” The special counsel’s office waved off the transition team’s complaint. “When we have obtained emails in the course of our ongoing criminal investigation, we have secured either the account owner’s consent or appropriate criminal process,” said Peter Carr, spokesman for the special counsel’s office. The GSA did not respond immediately to a request for comment. Democrats say there is a wide-ranging effort by the president’s allies on Capitol Hill and in some media outlets to discredit Mueller’s investigation. Trump himself has loudly declared Mueller’s effort a waste of time. “There is absolutely no collusion. That has been proven,” Trump told reporters on Friday. Russia denies interfering in the election.  On Friday, Representative Adam Schiff, the top Democrat on the House of Representatives Intelligence Committee, said he fears the committee’s Republican majority intends to close its investigation of the topic prematurely. Some Republicans have argued that Mueller is biased against Trump and should be fired. Langhofer’s letter was sent to the U.S. Senate Committee on Homeland Security and Government Affairs, and the U.S. House Committee on Oversight and Government Reform. It asked for Congress to act immediately “to protect future presidential transitions from having their private records misappropriated by government agencies, particularly in the context of sensitive investigations intersecting with political motives.” The letter said Mueller’s office obtained the emails despite the fact that it was aware the GSA did not own or control the records. It said the special counsel’s office has “extensively used the materials in question, including portions that are susceptible to claims of privilege” without notifying the Trump for America team. On the transition team were a number of aides who were later caught up in Mueller’s investigation, such as former national security adviser Michael Flynn. Flynn pleaded guilty this month to lying to the FBI about his contacts with Russia. Langhofer, the Trump transition team lawyer, wrote in his letter that the GSA’s transfer of materials was discovered on Dec. 12 and 13. The FBI had requested the materials from GSA staff on Aug. 23, asking for copies of the emails, laptops, cell phones and other materials associated with nine members of the Trump transition team responsible for national security and policy matters, the letter said. The FBI requested the materials of four additional senior members of the Trump transition team on Aug. 30, it said. Langhofer argued that, while such transition teams are involved in executive functions, they are considered private, non-profit organizations whose records are private and not subject to presidential records laws. ",0,2025-11-24T22:43:31.625789
TechNews Daily," (In this Dec. 13 story, corrects third paragraph to say Dourson is a former professor at the Univer..."," (In this Dec. 13 story, corrects third paragraph to say Dourson is a former professor at the University of Cincinnati) WASHINGTON (Reuters) - A former chemical industry consultant nominated by the Trump administration to head the Environmental Protection Agency’s chemical safety and pollution prevention office has withdrawn his nomination, Bloomberg reported on Wednesday. Michael Dourson notified the administration of his decision on Wednesday after Republican senators raised concerns about his past work and possible conflicts of interest, said Bloomberg, which cited an unnamed official for the report. Dourson, a former professor at the University of Cincinnati who has worked as a consultant for chemical companies, was one of several people whose nominations for top EPA positions were approved by the Senate environment panel in October in a 11-10 vote along party lines. Bloomberg said several Republican senators refused to support Dourson, including Richard Burr and Thom Tillis, both of North Carolina, who raised concerns about contaminated water at the Camp Lejeune military base in their state. The White House did not immediately respond to a Reuters request for comment. A spokeswoman for Burr said she could not confirm that Dourson had withdrawn. Tom Carper, the top Democrat on the Senate environment panel, said in a statement, “Dourson, an individual who has spent most of his career promoting less protective chemical safety standards, had no business overseeing our nation’s chemical safety laws.” Environmental group Earthjustice hailed the news as a “victory for all children, workers and communities who deserve the strongest protections from exposure to toxic chemicals and pesticides.” Dourson, while a consultant, had assessed some chemicals, including PFOA, used to make Teflon non-stick surfaces, to be safe at levels far higher than considered acceptable by the EPA. ",0,2025-11-25T18:43:31.625789
HealthFirst,"Who knew that presidenting would be so hard, right? Conservatives voted a former reality show star i...","Who knew that presidenting would be so hard, right? Conservatives voted a former reality show star into power with zero experience in politics and they thought that would be a good thing. Donald Trump has always claimed to have a high IQ, even going as far as to offer to compare IQ tests with Rex Tillerson after reports surfaced that the secretary of State had called him a  fucking moron.  But we d really like that to happen because while Trump is on his 13-day trip overseas, he revealed to Japanese dignitaries that he didn t know how many countries there are in the world until he became the so-called president.First, Japanese Prime Minister Abe gave his remarks in front of the crowded room, then Trump got up to the mic to be sure to embarrass the U.S.   again. So my relationship with Shinzo got off to quite a rocky start because I never ran for office, and here I am,  Trump told the room.  But I never ran, so I wasn t very experienced. And after I had won, everybody was calling me from all over the world. I never knew we had so many countries. Trump kicked off his remarks by calling Prime Minister Abe by his first name.Trump s remarks start around the 14- minute mark:It s kind of an important thing to know, don t you think? Especially if you re supposed to be the leader of the free world.For the record, there are 193 UN member states, plus the State of Palestine and the Holy See (Vatican), both of which are non-member observers of the UN. So really, there are 195 countries in the world. South Sudan was added to the list in 2011.Hey, and I m not even the president! But I do know how to Google. We re sure Barron Trump could do that for his father since he s obviously not capable of looking up important information.Featured image via video screen capture  ",1,2025-11-22T05:43:31.625789
TechNews Daily,GOP candidate Roy Moore is accused of sexually molesting a 14-year-old girl when he was 32-years-old...,"GOP candidate Roy Moore is accused of sexually molesting a 14-year-old girl when he was 32-years-old and several of the state s officials have said they would still support him even if the allegations are true because it s better than voting for a Democrat. Some Republicans have called for Moore to step down  if  the accusations are true, even though they ve been backed up by 30 people and there are four accusers. Leigh Corfman, who voted for Donald Trump in 2016, said she was 14 years old when she met Moore, who later took her to his home. While there, she said Moore removed her shirt and pants, then he removed his clothes. Moore then allegedly touched her over her bra and underwear, and put her hand on his crotch.So Vice-President Mike Pence, a right-wing Christian, has stated that he found the allegations in the story  disturbing and believes, if true, this would disqualify anyone from serving in office.  Except that Pence s boss has been accused by numerous women of sexual misconduct and somehow, Trump supporters have always been cool with that.This unfortunate tweet sent out by Pence in late September is coming back at him fast AF. Congratulations Roy Moore! We are thrilled you ran on the #MAGA agenda & we are for you!  Pence tweeted.Congratulations Roy Moore! We are thrilled you ran on the #MAGA agenda & we are for you!  Mike Pence (@mike_pence) September 27, 2017Twitter users pounced.Mike you may want to delete this.  Rob (@Unpersuaded112) November 10, 2017Consider it done, Mr. Williams.Screenshot the shit out of that.  William Williams (@hahvahd) November 10, 2017Make American Girls Afraid  Lisa Hanawalt (@lisadraws) November 10, 2017How does ""mother"" feel about Roy's penchant for little girls? How 'bout you?  Concerned American (@LizEClark) November 9, 2017He's all yours, Mr Vice President. Good luck with that.  Laura Parrott Perry (@lparrottperry) November 9, 2017How are you feeling about this tweet right about now?!  Christie (@Christie_D22) November 9, 2017What is the age minimum for your  cannot be left alone with a woman  rule? Asking for a friend  Michael (@mjmiglio) November 9, 2017so thrilled to have a pedophile on the #Maga team  anton newcombe (@antonnewcombe) November 9, 2017Democrat Doug Jones is running against Roy Moore. Jones secured the conviction of Ku Klux Klan members who bombed a black church in Birmingham in 1963, killing four African-American girls.Conservatives are supporting a pedo over him even though only one of the two men is qualified for the job. But Alabama is a deep-red state and that s putting it lightly. With 30 people, not including the four accusers, backing up the explosive story outing Moore as a sexual predator, one would think that this is a no-brainer and distance themselves from him. At the very least, delete tweets supporting his candidacy. Right, Mike?Photo by Chip Somodevilla/Getty Images.",1,2025-11-20T18:43:31.625789
